LAMMPS data file via write_data, version 2 Aug 2023, timestep = 2542, units = metal

15984 atoms
2 atom types

2.0827002162807515 200.96487651909987 xlo xhi
1.7823049052582431 173.03657275074968 ylo yhi
0 10 zlo zhi

Masses

1 28.085
2 15.999

Atoms # atomic

13778 2 4.768183935000234 3.2206317315838233 1.1307616166625378 0 0 0
3671 1 4.058917122242607 4.624384013195814 1.6982549484378364 0 0 0
13777 2 2.488604659699804 4.653554805276269 1.1303758637249737 0 0 0
13776 2 4.880293626715857 5.97348598357266 1.138619639054602 0 0 0
3673 1 5.670272770297966 7.340211874709648 1.697851529009255 0 0 0
13781 2 7.245041228389308 7.3405193789716074 1.1294702733009683 0 0 0
6335 2 4.074489470121166 4.631014004222198 3.349999862376289 0 0 0
1007 1 4.058916995195948 4.624384020941043 5.001745007267603 0 0 0
6337 2 5.6688355936275885 7.342783907464401 3.349999853063858 0 0 0
1009 1 5.670272758342946 7.340211810063335 5.0021482994053095 0 0 0
9782 2 4.768183959022488 3.2206319067362097 5.5692383398541105 0 0 0
9781 2 2.488604655381133 4.653554867781521 5.569624006673152 0 0 0
9780 2 4.880293705969637 5.973486060246456 5.561380162647903 0 0 0
9785 2 7.2450411322510195 7.3405193505032145 5.570529537986005 0 0 0
3118 1 5.474800904979851 1.813717143060394 1.697819669543964 0 1 0
5782 2 5.458030215828582 1.8016076272762327 3.349999947508796 0 1 0
454 1 5.474800732396436 1.8137168734772005 5.002180214197014 0 1 0
12851 2 7.045597409385103 1.7839989421050195 1.132224343538757 0 1 0
8855 2 7.045597441334014 1.783999008274777 5.5677755962907325 0 1 0
14745 2 9.389061006210957 3.1671093443907976 1.136822787577354 0 0 0
4340 1 10.241294024082496 4.498095237326942 1.6974659901748268 0 0 0
13790 2 9.567039595235602 5.93286669395631 1.1354987686291325 0 0 0
14744 2 11.80681054147717 4.3453161913505305 1.1321049913134213 0 0 0
3677 1 8.82048409605339 7.330543136096569 1.6974228936223357 0 0 0
7004 2 10.217134254615777 4.517506409936298 3.3499998295830657 0 0 0
1676 1 10.241293960455913 4.49809543693576 5.002533692467463 0 0 0
